,TimeStamp,AI0_Vibration,AI1_Vibration,AI2_Current,Equipment_state
78,2022-07-12 00:00:15.267,0.052827,0.028705,-109.87891,0
79,2022-07-12 00:00:15.367,-0.012976,0.009166,-97.007763,0
80,2022-07-12 00:00:15.467,-0.056505,-0.062371,-77.23535,0
81,2022-07-12 00:00:15.567,-0.027418,0.046473,-42.368775,0
82,2022-07-12 00:00:15.667,-0.017291,0.083326,-2.476454,0
83,2022-07-12 00:00:15.767,0.013568,-0.070079,43.260699,0
84,2022-07-12 00:00:15.867,0.050375,-0.035543,93.215596,0
85,2022-07-12 00:00:15.967,-0.00814,0.028365,105.70873,0
86,2022-07-12 00:00:16.067,-0.044062,-0.067593,110.77358,0
87,2022-07-12 00:00:16.167,-0.021593,-0.054503,104.4916,0
88,2022-07-12 00:00:16.267,-0.086432,0.053138,85.335265,0
89,2022-07-12 00:00:16.367,0.012194,0.053524,56.259639,0
90,2022-07-12 00:00:16.467,0.034991,-0.037654,14.272215,0
91,2022-07-12 00:00:16.567,-0.083253,-0.093092,-26.459339,0
92,2022-07-12 00:00:16.667,0.029315,0.020156,-79.973946,0
93,2022-07-12 00:00:16.767,0.007074,0.08579,-103.85169,0
94,2022-07-12 00:00:16.867,-0.032231,-0.033817,-107.62216,0
95,2022-07-12 00:00:16.967,0.027805,-0.032341,-107.64517,0
96,2022-07-12 00:00:17.067,-0.072093,-0.003368,-90.073477,0
97,2022-07-12 00:00:17.167,-0.026237,-0.065935,-67.014225,0
98,2022-07-12 00:00:17.267,0.04203,-0.016254,-26.738408,0
99,2022-07-12 00:00:17.367,-0.028008,0.022541,12.280942,0
100,2022-07-12 00:00:17.467,0.012773,-0.008579,63.815482,0
101,2022-07-12 00:00:17.567,-0.027259,-0.000177,102.46671,0
102,2022-07-12 00:00:23.324,-0.037767,-0.004662,200.49086,0
103,2022-07-12 00:00:23.424,0.033736,0.176457,204.71635,0
104,2022-07-12 00:00:23.524,0.021043,0.127513,175.57325,0
105,2022-07-12 00:00:23.624,0.015287,-0.086576,128.48319,0
106,2022-07-12 00:00:23.724,0.035984,-0.140311,63.394792,0
107,2022-07-12 00:00:23.824,-0.051357,-0.065845,-3.929377,0
108,2022-07-12 00:00:23.924,0.046849,0.111925,-77.562937,0
109,2022-07-12 00:00:24.024,0.108361,0.21348,-138.60585,0
110,2022-07-12 00:00:24.124,0.008509,0.029137,-190.7182,0
111,2022-07-12 00:00:24.224,0.098007,-0.148429,-211.22303,0
112,2022-07-12 00:00:32.752,-0.043644,-0.027867,58.613784,0
113,2022-07-12 00:00:32.852,-0.01316,-0.066775,17.58981,0
114,2022-07-12 00:00:32.952,-0.009346,0.035722,-22.138717,0
115,2022-07-12 00:00:33.052,0.036135,-0.032749,-76.5133,0
116,2022-07-12 00:00:33.152,0.066823,-0.014289,-104.15877,0
117,2022-07-12 00:00:33.252,-0.020881,0.026322,-108.13714,0
118,2022-07-12 00:00:33.352,-0.062173,-0.086382,-108.30737,0
119,2022-07-12 00:00:33.452,-0.036469,0.01976,-91.560375,0
120,2022-07-12 00:00:33.552,-0.033085,0.072813,-69.346317,0
121,2022-07-12 00:00:33.652,0.047659,-0.044216,-30.608896,0
122,2022-07-12 00:00:33.752,0.065881,-0.030637,7.634641,0
123,2022-07-12 00:00:33.852,-0.034675,-0.041253,58.809645,0
124,2022-07-12 00:00:33.952,-0.01584,-0.004673,101.09378,0
125,2022-07-12 00:00:34.052,-0.029872,0.006726,107.80622,0
126,2022-07-12 00:00:34.152,-0.083278,-0.019273,111.29559,0
127,2022-07-12 00:00:34.252,0.022716,0.10408,99.122298,0
128,2022-07-12 00:00:34.352,0.011624,0.03268,79.534421,0
129,2022-07-12 00:00:34.452,-0.028056,-0.093955,45.624619,0
130,2022-07-12 00:00:34.552,0.008036,0.049948,5.942226,0
131,2022-07-12 00:00:34.652,-0.030781,0.060098,-38.492684,0
132,2022-07-12 00:00:34.752,0.013111,-0.073178,-90.70171,0
133,2022-07-12 00:00:34.852,0.001088,-0.021998,-105.96777,0
134,2022-07-12 00:00:34.952,-0.049094,-0.001437,-110.00527,0
135,2022-07-12 00:00:35.052,-0.002874,-0.020624,-104.38098,0
136,2022-07-12 00:00:35.152,-0.008982,0.04527,-85.868369,0
137,2022-07-12 00:00:35.252,-0.00024,0.005614,-58.43497,0
138,2022-07-12 00:00:35.352,0.016165,-0.038471,-17.731669,0
139,2022-07-12 00:00:35.452,-0.046233,-0.023076,21.420362,0
140,2022-07-12 00:00:35.552,-0.066578,-0.06371,76.268324,0
141,2022-07-12 00:00:35.652,-0.030713,-0.012892,105.09123,0
142,2022-07-12 00:00:35.752,0.009841,0.047711,108.90807,0
143,2022-07-12 00:00:35.852,0.051235,-0.008692,109.5704,0
144,2022-07-12 00:00:35.952,0.033876,0.017864,93.602907,0
145,2022-07-12 00:00:36.052,-0.012298,-0.007182,71.555861,0
146,2022-07-12 00:00:36.152,-0.042316,-0.067331,32.342199,0
147,2022-07-12 00:00:36.252,-0.045313,0.042568,-5.83613,0
148,2022-07-12 00:00:36.352,-0.013024,-0.00163,-56.937224,0
149,2022-07-12 00:00:36.452,0.067187,-0.095669,-99.654329,0
150,2022-07-12 00:00:36.552,0.065279,0.030806,-106.13002,0
151,2022-07-12 00:00:36.652,-0.010106,0.041115,-110.31391,0
152,2022-07-12 00:00:36.752,0.026281,0.003059,-98.714125,0
153,2022-07-12 00:00:36.852,-0.016703,0.079432,-79.239974,0
154,2022-07-12 00:00:36.952,-0.043485,0.033315,-45.080906,0
155,2022-07-12 00:00:37.052,0.042323,0.007759,-5.251766,0
156,2022-07-12 00:00:37.152,0.012407,0.007294,38.985257,0
157,2022-07-12 00:00:37.252,0.029267,-0.051176,91.815959,0
158,2022-07-12 00:00:37.352,0.078846,0.076923,106.75336,0
159,2022-07-12 00:00:37.452,0.043174,0.100686,110.48616,0
160,2022-07-12 00:00:37.552,0.040472,-0.025018,104.99324,0
161,2022-07-12 00:00:37.652,0.039791,0.026583,86.765657,0
162,2022-07-12 00:00:39.756,-0.076753,-0.194915,106.0542,0
163,2022-07-12 00:00:39.856,-0.141375,-0.007507,166.24119,0
164,2022-07-12 00:00:39.956,0.081784,0.24843,212.78777,0
165,2022-07-12 00:00:40.056,0.050404,0.048294,215.503,0
166,2022-07-12 00:00:40.156,-0.045315,-0.148867,183.6324,0
167,2022-07-12 00:00:40.256,0.005593,-0.145767,133.68632,0
168,2022-07-12 00:00:40.356,-0.080715,-0.088444,65.312632,0
169,2022-07-12 00:00:40.456,-0.068442,0.122295,-5.402089,0
170,2022-07-12 00:00:40.556,0.009986,0.122942,-81.152091,0
171,2022-07-12 00:00:40.656,0.002039,-0.096153,-146.07038,0
172,2022-07-12 00:00:40.756,-0.004534,-0.161503,-199.79277,0
173,2022-07-12 00:00:40.856,-0.019964,-0.119303,-219.97478,0
174,2022-07-12 00:00:40.956,0.003277,0.084886,-196.0887,0
175,2022-07-12 00:00:41.056,-0.058213,0.256468,-153.69179,0
176,2022-07-12 00:00:41.156,-0.120031,0.112951,-88.492166,0
177,2022-07-12 00:00:41.256,-0.059848,-0.100967,-16.83736,0
178,2022-07-12 00:00:41.356,-0.092045,-0.200501,58.932669,0
179,2022-07-12 00:00:41.456,-0.01943,-0.087786,128.97588,0
180,2022-07-12 00:00:41.556,0.080399,0.174747,186.20195,0
181,2022-07-12 00:00:41.656,0.04072,0.207399,221.73229,0
182,2022-07-12 00:00:41.756,0.028276,-0.015818,209.16178,0
183,2022-07-12 00:00:41.856,-0.028501,-0.158653,171.91114,0
184,2022-07-12 00:00:41.956,-0.085915,-0.148628,112.88167,0
185,2022-07-12 00:00:42.056,-0.100015,-0.034539,41.083222,0
186,2022-07-12 00:00:42.156,0.034044,0.183886,-32.931093,0
187,2022-07-12 00:00:42.256,0.161076,0.162678,-107.86964,0
188,2022-07-12 00:00:42.356,0.066492,-0.108608,-168.67354,0
189,2022-07-12 00:00:42.456,0.044364,-0.157472,-215.18924,0
190,2022-07-12 00:00:42.556,-0.010427,-0.075184,-217.23523,0
191,2022-07-12 00:00:42.656,-0.112731,0.064359,-185.16185,0
192,2022-07-12 00:00:42.756,0.019137,0.232126,-135.09466,0
193,2022-07-12 00:00:42.856,0.097668,0.093844,-64.650305,0
194,2022-07-12 00:00:42.956,0.061928,-0.165533,8.463622,0
195,2022-07-12 00:00:43.056,0.081319,-0.18346,86.401592,0
196,2022-07-12 00:00:43.156,0.028208,-0.006315,152.24924,0
197,2022-07-12 00:00:43.256,0.010157,0.150599,205.6159,0
198,2022-07-12 00:00:43.356,0.073928,0.178664,225.64509,0
199,2022-07-12 00:00:43.456,0.049916,0.042447,199.99089,0
200,2022-07-12 00:00:43.556,-0.034098,-0.18044,155.90288,0
201,2022-07-12 00:00:43.656,-0.09401,-0.156212,88.855039,0
202,2022-07-12 00:00:43.756,-0.04594,0.103948,17.09974,0
203,2022-07-12 00:00:43.856,0.096101,0.229947,-60.431964,0
204,2022-07-12 00:00:43.956,0.105183,0.14096,-131.52661,0
205,2022-07-12 00:00:44.056,0.025801,-0.098106,-185.83622,0
206,2022-07-12 00:00:44.156,0.007579,-0.226523,-224.33772,0
207,2022-07-12 00:00:44.256,-0.105283,-0.072697,-209.34763,0
208,2022-07-12 00:00:44.356,-0.066069,0.133523,-169.31166,0
209,2022-07-12 00:00:44.456,0.117876,0.183319,-112.43571,0
210,2022-07-12 00:00:44.556,0.044671,0.014848,-41.322236,0
211,2022-07-12 00:00:44.656,0.04173,-0.153658,34.230117,0
212,2022-07-12 00:00:47.676,0.046297,0.031706,103.39536,0
213,2022-07-12 00:00:47.776,0.029699,-0.063718,107.96489,0
214,2022-07-12 00:00:47.876,0.072239,-0.037356,109.04898,0
215,2022-07-12 00:00:47.976,0.030766,0.029605,92.585932,0
216,2022-07-12 00:00:48.076,0.066733,0.038313,70.37414,0
217,2022-07-12 00:00:48.176,0.037248,-0.026888,31.225447,0
218,2022-07-12 00:00:48.276,-0.01962,-0.002626,-8.228899,0
219,2022-07-12 00:00:48.376,0.021785,0.016947,-59.720523,0
220,2022-07-12 00:00:48.476,0.021331,-0.033927,-98.920357,0
221,2022-07-12 00:00:48.576,0.091699,0.030832,-104.97631,0
222,2022-07-12 00:00:48.676,0.092607,0.05372,-109.8323,0
223,2022-07-12 00:00:48.776,0.082264,-0.004,-97.852599,0
224,2022-07-12 00:00:48.876,0.064405,-0.018805,-78.252563,0
225,2022-07-12 00:00:48.976,0.022818,0.008068,-43.872838,0
226,2022-07-12 00:00:49.076,0.088758,0.133919,-3.3561,0
227,2022-07-12 00:00:49.176,0.011272,0.114846,42.479997,0
228,2022-07-12 00:00:49.276,0.0501,0.012871,92.767369,0
229,2022-07-12 00:00:49.376,0.08206,0.033897,105.85786,0
230,2022-07-12 00:00:49.476,-0.024332,0.019195,110.42143,0
231,2022-07-12 00:00:49.576,0.118106,0.061837,104.54358,0
232,2022-07-12 00:00:49.676,0.030289,0.042821,85.948954,0
233,2022-07-12 00:00:49.776,-0.000864,-0.048743,57.985313,0
234,2022-07-12 00:00:49.876,0.16201,-0.001048,16.747119,0
235,2022-07-12 00:00:49.976,-0.036979,0.002165,-23.800734,0
236,2022-07-12 00:00:50.076,0.039519,0.02377,-77.726612,0
237,2022-07-12 00:00:50.176,0.073284,0.056672,-103.15336,0
238,2022-07-12 00:00:50.276,-0.13372,-0.001366,-107.1663,0
239,2022-07-12 00:00:50.376,0.083581,0.03996,-107.85593,0
240,2022-07-12 00:00:50.476,0.021002,0.025938,-91.421377,0
241,2022-07-12 00:00:50.576,-0.07742,-0.039808,-68.98094,0
242,2022-07-12 00:00:50.676,0.100554,0.026143,-29.183868,0
243,2022-07-12 00:00:50.776,-0.066816,0.021511,9.825231,0
244,2022-07-12 00:00:50.876,-0.012604,-0.033428,61.037071,0
245,2022-07-12 00:00:50.976,0.079812,-0.009155,100.79147,0
246,2022-07-12 00:00:51.076,-0.109356,0.021738,106.59982,0
247,2022-07-12 00:00:51.176,-0.043178,0.028663,110.97993,0
248,2022-07-12 00:00:51.276,-0.034073,-0.013639,98.869455,0
249,2022-07-12 00:00:51.376,-0.101818,-0.021825,79.160461,0
250,2022-07-12 00:00:51.476,0.008831,0.045682,44.880396,0
251,2022-07-12 00:00:51.576,-0.031757,0.00817,4.577876,0
252,2022-07-12 00:00:51.676,-0.153169,-0.090308,-40.971403,0
253,2022-07-12 00:00:51.776,-0.08816,-0.052683,-90.804588,0
254,2022-07-12 00:00:51.876,-0.066725,0.024076,-104.02466,0
255,2022-07-12 00:00:51.976,-0.102839,-0.041239,-109.08784,0
256,2022-07-12 00:00:52.076,-0.019734,-0.101502,-103.71305,0
257,2022-07-12 00:00:52.176,-0.067349,-0.043487,-85.551868,0
258,2022-07-12 00:00:52.276,-0.119483,-0.023153,-57.730205,0
259,2022-07-12 00:00:52.376,-0.04034,-0.085903,-16.292455,0
260,2022-07-12 00:00:52.476,-0.160015,-0.131929,24.949434,0
261,2022-07-12 00:00:52.576,-0.118723,-0.026525,79.118023,0
262,2022-07-12 00:00:55.468,0.092019,0.212864,-192.63008,0
263,2022-07-12 00:00:55.568,0.036263,-0.125111,-122.90789,0
264,2022-07-12 00:00:55.668,-0.035002,-0.26252,-40.215974,0
265,2022-07-12 00:00:55.768,-0.03037,-0.024896,47.92977,0
266,2022-07-12 00:00:55.868,0.047979,0.182108,133.7886,0
267,2022-07-12 00:00:55.968,0.061547,0.20327,203.00701,0
268,2022-07-12 00:00:56.068,0.048922,0.029463,249.48242,0
269,2022-07-12 00:00:56.168,0.026408,-0.208762,248.02247,0
270,2022-07-12 00:00:56.268,-0.108991,-0.199521,212.31105,0
271,2022-07-12 00:00:56.368,-0.069425,0.055746,150.88012,0
272,2022-07-12 00:00:56.468,0.083084,0.277589,68.905958,0
273,2022-07-12 00:00:56.568,0.010956,0.182278,-17.716887,0
274,2022-07-12 00:00:56.668,-0.01183,-0.108865,-106.88723,0
275,2022-07-12 00:00:56.768,0.001306,-0.235919,-181.90529,0
276,2022-07-12 00:00:56.868,-0.162646,-0.164337,-237.99017,0
277,2022-07-12 00:00:56.968,-0.009684,0.092463,-252.39661,0
278,2022-07-12 00:00:57.068,0.182289,0.283731,-225.31119,0
279,2022-07-12 00:00:57.168,0.02424,0.045926,-173.45359,0
280,2022-07-12 00:00:57.268,-0.001771,-0.18584,-96.145045,0
281,2022-07-12 00:00:57.368,-0.104086,-0.152234,-11.591197,0
282,2022-07-12 00:00:57.468,-0.216983,-0.069128,78.177819,0
283,2022-07-12 00:00:57.568,-0.025578,0.177885,159.20414,0
284,2022-07-12 00:00:57.668,0.126544,0.22969,223.72952,0
285,2022-07-12 00:00:57.768,0.129587,-0.117334,256.31002,0
286,2022-07-12 00:00:57.868,0.021799,-0.24784,240.13749,0
287,2022-07-12 00:00:57.968,-0.070696,-0.111465,196.04208,0
288,2022-07-12 00:00:58.068,-0.098046,0.052068,124.80582,0
289,2022-07-12 00:00:58.168,-0.089304,0.242314,40.569906,0
290,2022-07-12 00:00:58.268,-0.005506,0.135185,-48.274523,0
291,2022-07-12 00:00:58.368,0.025863,-0.194832,-134.94219,0
292,2022-07-12 00:00:58.468,-0.030199,-0.241153,-205.18103,0
293,2022-07-12 00:00:58.568,-0.013237,-0.06629,-250.76154,0
294,2022-07-12 00:00:58.668,0.056824,0.12751,-248.16409,0
295,2022-07-12 00:00:58.768,0.0203,0.232653,-212.45697,0
296,2022-07-12 00:00:58.868,0.005575,0.02633,-150.06341,0
297,2022-07-12 00:00:58.968,-0.058514,-0.25816,-67.525395,0
298,2022-07-12 00:00:59.068,-0.192608,-0.242152,19.030812,0
299,2022-07-12 00:00:59.168,-0.060842,0.042145,108.3243,0
300,2022-07-12 00:00:59.268,0.135377,0.26048,184.23607,0
301,2022-07-12 00:00:59.368,0.093381,0.124093,241.78532,0
302,2022-07-12 00:00:59.468,0.025182,-0.126565,256.20547,0
303,2022-07-12 00:01:03.576,-0.027683,0.158762,161.4808,0
304,2022-07-12 00:01:03.676,-0.073812,-0.074025,191.53538,0
305,2022-07-12 00:01:03.776,0.044342,-0.090964,176.42882,0
306,2022-07-12 00:01:03.876,0.016708,-0.08061,147.22587,0
307,2022-07-12 00:01:03.976,-0.003807,-0.029509,96.444976,0
308,2022-07-12 00:01:04.076,0.040652,0.180572,39.09338,0
309,2022-07-12 00:01:04.176,-0.06356,0.062714,-24.922851,0
310,2022-07-12 00:01:04.276,-0.016546,-0.103896,-86.064826,0
311,2022-07-12 00:01:04.376,-0.000583,-0.085447,-138.15333,0
312,2022-07-12 00:01:04.476,-0.11256,-0.090181,-182.27472,0
313,2022-07-12 00:01:04.576,0.040516,0.097875,-179.89602,0
314,2022-07-12 00:01:04.676,0.029083,0.169718,-156.23905,0
315,2022-07-12 00:01:04.776,-0.099731,-0.048072,-114.94006,0
316,2022-07-12 00:01:04.876,0.076676,-0.077499,-59.036024,0
317,2022-07-12 00:01:04.976,-0.035846,-0.100104,0.177503,0
318,2022-07-12 00:01:05.076,-0.13739,-0.076432,64.599522,0
319,2022-07-12 00:01:05.176,0.085384,0.162373,115.78716,0
320,2022-07-12 00:01:05.276,-0.033076,0.06579,167.43912,0
321,2022-07-12 00:01:05.376,-0.027956,-0.102068,183.00726,0
322,2022-07-12 00:01:05.476,0.128401,-0.022674,163.77093,0
323,2022-07-12 00:01:05.576,-0.096121,-0.093087,132.11431,0
324,2022-07-12 00:01:05.676,-0.092215,0.021058,79.860697,0
325,2022-07-12 00:01:05.776,0.041061,0.199657,25.428417,0
326,2022-07-12 00:01:05.876,-0.047404,-0.013069,-39.742951,0
327,2022-07-12 00:01:05.976,0.066004,-0.108391,-93.607794,0
328,2022-07-12 00:01:06.076,0.082137,-0.077953,-145.53489,0
329,2022-07-12 00:01:11.621,-0.01627,0.033408,36.3344,0
330,2022-07-12 00:01:11.721,-0.0281,-0.015355,-3.555417,0
331,2022-07-12 00:01:11.821,0.065326,0.081318,-53.566939,0
332,2022-07-12 00:01:11.921,-0.048207,0.059566,-98.017943,0
333,2022-07-12 00:01:12.021,0.049919,0.002595,-105.30104,0
334,2022-07-12 00:01:12.121,0.064077,0.056761,-110.43157,0
335,2022-07-12 00:01:12.221,-0.069631,-0.043851,-100.84022,0
336,2022-07-12 00:01:12.321,0.037783,-0.039968,-82.439075,0
337,2022-07-12 00:01:12.421,0.006595,0.129218,-50.327784,0
338,2022-07-12 00:01:12.521,0.008514,0.071668,-8.859516,0
339,2022-07-12 00:01:12.621,0.108298,-0.007419,34.874682,0
340,2022-07-12 00:01:12.721,0.047092,0.037972,88.683735,0
341,2022-07-12 00:01:12.821,0.038157,-0.023302,105.77585,0
342,2022-07-12 00:01:21.222,-0.047176,-0.071369,233.89557,0
343,2022-07-12 00:01:21.322,0.015153,0.147409,197.39439,0
344,2022-07-12 00:01:21.422,-0.056372,0.142232,152.39598,0
345,2022-07-12 00:01:21.522,-0.016079,-0.057393,85.951577,0
346,2022-07-12 00:01:21.622,0.029992,-0.111877,13.532998,0
347,2022-07-12 00:01:21.722,-0.095291,-0.130803,-69.730886,0
348,2022-07-12 00:01:21.822,-0.012287,0.027507,-140.18358,0
349,2022-07-12 00:01:21.922,0.078607,0.210726,-188.84542,0
350,2022-07-12 00:01:22.022,-0.042169,0.051644,-230.71566,0
351,2022-07-12 00:01:22.122,0.026813,-0.089091,-209.90851,0
352,2022-07-12 00:01:22.222,0.042095,-0.101602,-166.97349,0
353,2022-07-12 00:01:22.322,-0.164773,-0.134186,-109.05351,0
354,2022-07-12 00:01:22.422,-0.010709,0.091278,-37.054424,0
355,2022-07-12 00:01:22.522,0.117753,0.216096,39.46269,0
356,2022-07-12 00:01:22.622,-0.028784,-0.043269,119.01809,0
357,2022-07-12 00:01:22.722,0.05472,-0.11031,169.68276,0
358,2022-07-12 00:01:22.822,0.003233,-0.09395,220.01138,0
359,2022-07-12 00:01:22.922,-0.11332,-0.054032,222.30473,0
360,2022-07-12 00:01:23.022,0.062065,0.208353,182.11987,0
361,2022-07-12 00:01:23.122,0.073078,0.148862,133.19518,0
362,2022-07-12 00:01:23.222,-0.010891,-0.105917,62.873967,0
363,2022-07-12 00:01:23.322,0.004799,-0.112456,-9.006025,0
364,2022-07-12 00:01:23.422,-0.04201,-0.084414,-92.034351,0
365,2022-07-12 00:01:23.522,-0.003489,0.036692,-150.57577,0
366,2022-07-12 00:01:23.622,0.039994,0.174112,-201.11933,0
367,2022-07-12 00:01:23.722,0.088575,0.047602,-225.2163,0
368,2022-07-12 00:01:23.822,0.109454,-0.076296,-192.57011,0
369,2022-07-12 00:01:23.922,-0.077432,-0.122583,-150.48243,0
370,2022-07-12 00:01:24.022,-0.077058,-0.058857,-86.144577,0
371,2022-07-12 00:01:24.122,0.018968,0.16084,-16.723873,0
372,2022-07-12 00:01:24.222,-0.003829,0.160454,62.582262,0
373,2022-07-12 00:01:24.322,0.082047,-0.026682,130.86523,0
374,2022-07-12 00:01:24.422,0.074156,-0.138217,180.06816,0
375,2022-07-12 00:01:24.522,-0.078023,-0.157812,222.43467,0
376,2022-07-12 00:01:24.622,-0.0306,0.007571,204.99303,0
377,2022-07-12 00:01:24.722,0.084522,0.222806,165.86234,0
378,2022-07-12 00:01:24.822,-0.034767,0.085295,111.13132,0
379,2022-07-12 00:01:24.922,-0.038797,-0.101432,42.462235,0
380,2022-07-12 00:01:25.022,0.033307,-0.100274,-30.957226,0
381,2022-07-12 00:01:25.122,-0.131065,-0.118019,-108.53936,0
382,2022-07-12 00:01:25.222,-0.005941,0.100418,-158.64148,0
383,2022-07-12 00:01:25.322,0.181888,0.207604,-208.85303,0
384,2022-07-12 00:01:25.422,-0.016409,-0.07247,-212.85274,0
385,2022-07-12 00:01:25.522,-0.00249,-0.140907,-176.06761,0
386,2022-07-12 00:01:25.622,-0.019962,-0.085106,-131.09769,0
387,2022-07-12 00:01:25.722,-0.184255,-0.026818,-63.723929,0
388,2022-07-12 00:01:25.822,0.001359,0.205322,4.550577,0
389,2022-07-12 00:01:25.922,0.058954,0.129516,84.928284,0
390,2022-07-12 00:01:26.022,0.0189,-0.11828,141.39046,0
391,2022-07-12 00:01:26.122,0.043548,-0.13791,191.56995,0
